4.54	2.57	2.48	3.47e+04	370	304	.CATH40
4.05	2.49	2.31	1.12e+04	312	205	.SCOP40
3.75	2.19	2.19	5.61e+03	154	155	./2
3.45	1.89	2.05	2.8e+03	76.9	113	./4
4.65	2.6	2.52	4.48e+04	398	329	.X4
4.95	2.65	2.6	8.97e+04	449	398	.X8
7.73	2.93	2.94	5.37e+07	859	871	.AFDB50
5.54	2.52	2.73	3.48e+05	328	533	.BFVD
5.95	2.68	2.79	8.84e+05	481	619	.PDB
# rmse_initial=2 rmse_final=0.37 offset=2.39 scale=0.729 thenorm=3
