0	11176	10197
1	11170	10009
2	11167	9864
3	11162	9748
4	11160	9668
5	11159	9616
6	11158	9498
7	11152	9474
8	11151	9431
9	11148	9387
10	11146	9329
11	11146	9262
12	11142	9178
13	11141	9202
14	11139	9163
15	11138	9103
16	11137	9056
17	11136	9027
18	11136	9023
19	11134	8982
20	11131	8958
21	11131	8941
22	11129	8881
23	11129	8852
24	11129	8808
25	11128	8787
26	11128	8783
27	11126	8731
28	11125	8760
29	11125	8687
30	11124	8705
31	11124	8676
