0	11193	9893
1	11183	9727
2	11174	9632
3	11164	9500
4	11158	9486
5	11152	9374
6	11150	9313
7	11149	9286
8	11145	9218
9	11143	9239
10	11142	9178
11	11140	9127
12	11137	9070
13	11135	9071
14	11134	9055
15	11133	9003
16	11132	8960
17	11131	8923
18	11129	8858
19	11126	8897
20	11125	8829
21	11125	8797
22	11124	8763
23	11123	8705
24	11121	8767
25	11118	8687
26	11118	8710
27	11118	8683
28	11116	8640
29	11116	8618
30	11115	8632
31	11113	8585
